Id;Name;Id Club;Club;Id National;National
557;PARK JI-SUNG;0;;0;
729;R. KEANE;0;;0;
793;R. GIGGS;0;;0;
811;G. BARRY;0;;0;
815;D. BECKHAM;0;;0;
816;P. SCHOLES;0;;0;
818;A. COLE;0;;0;
822;S. GERRARD;0;;0;
840;L. FIGO;0;;0;
857;GUARDIOLA;0;;0;
865;PUYOL;0;;0;
872;MORIENTES;0;;0;
877;B. LIZARAZU;0;;0;
879;E. PETIT;0;;0;
880;P. VIEIRA;0;;0;
926;P. KLUIVERT;0;;0;
963;P. MALDINI;0;;0;
970;F. TOTTI;0;;0;
972;F. INZAGHI;0;;0;
983;G. BUFFON;120;JUVENTUS;0;
990;P. NEDVĚD;0;;0;
1001;T. ROSICKÝ;0;;0;
1006;O. KAHN;0;;0;
1352;E. BELÖZOĞLU;0;;0;
1624;R. CARLOS;0;;0;
1625;CAFU;0;;0;
1628;RIVALDO;0;;0;
1630;ROMÁRIO;0;;0;
1631;RONALDINHO G.;0;;0;
1664;L. BUTRÓN;0;;0;
1674;M. SALAS;0;;0;
1675;I. ZAMORANO;0;;0;
1741;G. BATISTUTA;0;;0;
1754;H. NAKATA;0;;0;
1881;IRWIN;0;;0;
1882;D. YORKE;0;;0;
1892;D. BERGKAMP;0;;0;
1948;F. LAMPARD;0;;0;
1951;S. GIVEN;0;;0;
2089;R. VAN DER VAART;0;;0;
2138;A. PIRLO;0;;0;
2232;ÉLBER;0;;0;
2329;S. CAMPBELL;0;;0;
2331;L. MATTHÄUS;0;;0;
2380;F. RIJKAARD;0;;0;
2387;M. VAN BASTEN;0;;0;
2388;R. GULLIT;0;;0;
2397;J. CRUIJFF;0;;0;
2404;F. BECKENBAUER;0;;0;
2405;K. RUMMENIGGE;0;;0;
2430;ZICO;0;;0;
2453;D. MARADONA;0;;0;
2489;E. KAWASHIMA;4213;STRASBOURG;52;JAPAN
2506;PEPE REINA;122;LAZIO;0;
2520;A. D'ALESSANDRO;1252;INTERNACIONAL;0;
2586;Z. IBRAHIMOVIĆ;121;MILANO RN;17;SWEDEN
2826;P. GASCOIGNE;0;;0;
2827;B. ROBSON;0;;0;
2841;D. LAW;0;;0;
2951;S. CAMARA;0;;0;
3200;C. KAMENI;0;;36;CAMEROON
3222;M. STEKELENBURG;116;AJAX;0;
3239;BEBETO;0;;0;
3272;W. CABALLERO;102;CHELSEA B;0;
3497;D. FORLÁN;0;;0;
3522;J. DEFOE;132;RANGERS;0;
3650;P. POGREBNYAK;5201;URAL;0;
3673;G. LUX;138;RIVER PLATE;0;
3684;J. GANDOLFI;0;;0;
3690;M. LÓPEZ;0;;0;
3712;C. TEVEZ;139;BOCA JUNIORS;0;
3726;J. HERRERA;0;;0;
3741;JOAQUÍN;194;SEVILLA TRIANA VB;0;
3757;GILBERTO SILVA;0;;0;
3997;A. ROBBEN;244;GRONINGEN;0;
4039;FÁBIO;274;CRUZEIRO;0;
4152;W. ROONEY;0;;0;
4193;F. COLOCCINI;1243;SAN LORENZO;0;
4251;XABI ALONSO;0;;0;
4294;F. BALMONT;0;;0;
4325;C. TERZI;1600;SPEZIA;0;
4412;FELIPE;0;;0;
4499;RICARDO COSTA;0;;0;
4502;DECO;0;;0;
4522;CRISTIANO RONALDO;120;JUVENTUS;6;PORTUGAL
4526;RICARDO QUARESMA;1804;VITÓRIA GUIMARÃES;0;
4541;O. DESCHACHT;2019;ZULTE-WAREGEM;0;
4655;B. CESAR;0;;0;
4747;L. GONZÁLEZ;1930;ATHLETICO PARANAENSE;0;
4801;ZHENG ZHI;310;GUANGZHOU EVERGRANDE;0;
4882;J. MILNER;103;LIVERPOOL R;0;
4920;R. ZWINKELS;243;ADO DEN HAAG;0;
4922;O. MARTINS;4095;WUHAN ZALL;0;
4928;A. ROSINA;0;;0;
4949;A. MCGREGOR;132;RANGERS;0;
4995;N. ALEXANDER;1220;DUNDEE UNITED;0;
5069;M. PINILLA;0;;0;
5106;J. FARFÁN;2287;ALIANZA LIMA;0;
5408;G. CLICHY;1958;SERVETTE;0;
5428;A. MIRANTE;125;ROMA;0;
5430;A. LENNON;1996;KAYSERİSPOR;0;
5434;G. WHELAN;0;;1;IRELAND
5518;ALBIOL;267;VILLARREAL A;7;SPAIN
5538;J. PINOLA;138;RIVER PLATE;0;
5584;N. MÄENPÄÄ;4229;VENEZIA;0;
5603;D. GASTALDELLO;0;;0;
5676;JOÃO PEREIRA;193;SPORTING CP;0;
5770;V. KOMPANY;0;;0;
5778;I. AKINFEEV;1217;CSKA MOSKVA;0;
5786;A. ARSHAVIN;0;;0;
5922;ZHOU TING;0;;0;
6111;A. KONÉ;1809;SİVASSPOR;0;
6259;R. BABEL;130;GALATASARAY;10;NETHERLANDS
6265;I. AFELLAY;0;;0;
6317;É. BARRETO;0;;0;
6330;MANUEL FERNANDES;1996;KAYSERİSPOR;0;
6334;D. BENAGLIO;0;;0;
6526;L. PODOLSKI;1989;ANTALYASPOR;0;
6593;S. FARELLI;125;ROMA;0;
6657;G. PAZZINI;0;;0;
6693;G. PANDEV;323;GENOA;1180;NORTH MACEDONIA
6736;V. BOZHINOV;0;;0;
6864;AHMED FATHY;0;;34;EGYPT
6906;ZHAO XURI;4092;DALIAN PRO;0;
7030;M. SILVESTRE;5193;ROYAL EXCEL MOUSCRON;0;
7038;P. ÁLVAREZ;0;;0;
7045;N. CARDOZO;0;;0;
7056;J. MASCHERANO;0;;0;
7069;GOMES;0;;0;
7104;ROBINHO;0;;0;
7181;S. DOWNING;176;BLACKBURN BW;0;
7255;M. RODRÍGUEZ;1241;NEWELL'S OLD BOYS;0;
7312;DANI ALVES;1255;SÃO PAULO;45;BRAZIL
7327;NAVAS;265;SEVILLA NERVIÓN BR;0;
7329;SERGIO RAMOS;109;MADRID CHAMARTIN B;7;SPAIN
7435;L. PONZIO;138;RIVER PLATE;0;
7474;NENÊ;1249;FLUMINENSE;0;
7484;RAMIS;0;;0;
7506;JOSÉ JURADO;0;;0;
7507;JUANFRAN;1255;SÃO PAULO;0;
7511;L. MESSI;108;FC BARCELONA;50;ARGENTINA
7642;HILTON;215;MONTPELLIER;0;
7736;N. PENNETEAU;2010;SPORTING CHARLEROI;0;
7781;Y. PELÉ;113;OLYMPIQUE MARSEILLE;0;
7782;M. BODMER;0;;0;
7814;DANTE;217;NICE;0;
7817;J. MATHIEU;0;;0;
7840;S. DARBION;0;;0;
7878;J. BRIAND;115;BORDEAUX;0;
7880;M. DEBUCHY;418;SAINT-ÉTIENNE;0;
7889;C. KEŞERÜ;0;;26;ROMANIA
7927;D. PRATLEY;0;;0;
7941;S. CARSON;173;MANCHESTER B;0;
7946;S. DAVIS;132;RANGERS;2;NORTHERN IRELAND
7959;FÀBREGAS;112;MONACO;0;
8013;RICARDO VAZ TÊ;2369;PORTIMONENSE;0;
8076;A. VANDEN BORRE;0;;0;
8165;G. RODRÍGUEZ;0;;0;
8310;JAVI FUEGO;363;GIJÓN RB;0;
8408;A. MCGEADY;0;;0;
8421;K. HUNTELAAR;184;SCHALKE 04;0;
8574;H. LLORIS;179;TOTTENHAM WB;8;FRANCE
8637;A. ANYUKOV;0;;0;
8639;PIQUÉ;108;FC BARCELONA;0;
8662;B. COSTIL;115;BORDEAUX;0;
8665;V. PLANTÉ;4973;CHAMBLY;0;
8701;L. PERRIN;0;;0;
8757;B. WATSON;0;;0;
8760;W. ROUTLEDGE;1909;SWANSEA W;0;
8823;P. GUERRERO;1252;INTERNACIONAL;46;PERU
8843;J. PITROIPA;0;;0;
8851;G. CHIELLINI;120;JUVENTUS;12;ITALY
8878;C. MAGGIO;4237;LECCE;0;
8921;RUBÉN CASTRO;4309;CARTAGENA NB;0;
8940;H. BEN ARFA;115;BORDEAUX;0;
8944;K. BENZEMA;109;MADRID CHAMARTIN B;0;
8946;S. NASRI;0;;0;
8957;A. CERCI;0;;0;
8959;D. PADELLI;119;LOMBARDIA NA;0;
8978;S. HANDANOVIČ;119;LOMBARDIA NA;0;
8984;A. GYAN;0;;1058;GHANA
9000;G. PELLÈ;123;PARMA;0;
9026;ALEXIS;0;;0;
9028;C. KUM;355;VVV;0;
9039;S. ANDERSEN;1207;KØBENHAVN;0;
9042;K. SCHMEICHEL;204;LEICESTER B;15;DENMARK
9043;P. BARDSLEY;378;BURNLEY RB;0;
9060;BRUNO ALVES;123;PARMA;0;
9087;J. PETERS;255;WILLEM II;0;
9090;P. VERHAEGH;0;;0;
9095;M. VORM;0;;0;
9115;R. COHADE;0;;0;
9121;J. LECA;182;RC LENS;0;
9129;F. RIBÉRY;124;FIORENTINA;0;
9133;PEPE;192;PORTO;6;PORTUGAL
9138;JOÃO MOUTINHO;208;WOLVERHAMPTON YB;6;PORTUGAL
9144;FRED;1249;FLUMINENSE;0;
9152;G. FERNÁNDEZ;0;;0;
9155;CASTO;0;;0;
9167;R. PASVEER;252;VITESSE;0;
9169;K. EL AHMADI;0;;32;MOROCCO
9175;V. IBIŠEVIĆ;0;;0;
9182;J. MÉNEZ;239;REGGINA;0;
9193;FILIPE LUÍS;1248;FLAMENGO;0;
9214;PEDRO LÓPEZ;2188;HUESCA RA;0;
9226;PICHU CUÉLLAR;4272;LEGANÉS AB;0;
9242;RAÚL GARCÍA;258;BILBAO BR;0;
9244;MOYÀ;196;VASCO GIPUZKOA AB;0;
9248;A. CONSIGLI;1919;SASSUOLO;0;
9286;A. ROSATI;124;FIORENTINA;0;
9291;J. VALDÉS;0;;0;
9308;DIEGO LÓPEZ;259;LLOBREGAT AB;0;
9309;ASIER RIESGO;4272;LEGANÉS AB;0;
9317;A. TURAN;130;GALATASARAY;0;
9319;R. ZIEGLER;4965;LUGANO;0;
9347;C. ADAM;0;;0;
9375;SANTI CAZORLA;0;;7;SPAIN
9378;JAVI GARCÍA;4323;BOAVISTA;0;
9379;RUBÉN;263;PAMPLONA RA;0;
9385;S. VIERA;2285;JUNIOR;0;
9425;S. LARSSON;0;;17;SWEDEN
9446;D. GRAHAM;0;;0;
9515;A. BORUC;0;;0;
9534;C. GORDON;0;;3;SCOTLAND
9567;C. BRAVO;194;SEVILLA TRIANA VB;47;CHILE
9571;A. RODRÍGUEZ;0;;0;
9602;J. DJOUROU;1208;NORDSJÆLLAND;0;
9612;J. VALDIVIA;2546;UNIÓN LA CALERA;0;
10413;YU DABAO;295;BEIJING GUOAN;0;
10585;HUANG BOWEN;310;GUANGZHOU EVERGRANDE;0;
10767;CUI PENG;0;;0;
10769;YANG CHENG;5170;HEBEI CHINA FORTUNE;0;
10772;WANG YONGPO;5184;SHENZHEN KAISA;0;
11007;H. HOSOGAI;5394;TRUE BANGKOK UNITED;0;
11055;K. HONDA;1246;BOTAFOGO;0;
15038;HULK;4094;SHANGHAI SIPG;0;
15050;S. OKAZAKI;2188;HUESCA RA;0;
15217;S. GONDA;0;;52;JAPAN
15320;S. KAGAWA;1212;PAOK;0;
15329;THIAGO NEVES;1936;SPORT RECIFE;0;
15416;LUCAS CHIARETTI;0;;0;
15430;MÁRCIO ARAÚJO;1936;SPORT RECIFE;0;
15433;M. YOSHIDA;240;SAMPDORIA;52;JAPAN
15444;ELTINHO;5137;JUVENTUDE;0;
15446;T. INUI;4146;EIBAR AR;0;
15808;H. SAKAI;113;OLYMPIQUE MARSEILLE;52;JAPAN
15814;Y. NAGATOMO;113;OLYMPIQUE MARSEILLE;52;JAPAN
15965;R. MORIOKA;2010;SPORTING CHARLEROI;0;
16008;H. KATANO;5404;SUKHOTHAI;0;
16056;YEO SUNG-HYE;5404;SUKHOTHAI;0;
16245;R. KRUSE;0;;57;AUSTRALIA
16303;Y. KOBAYASHI;0;;0;
16346;G. SHIBASAKI;4272;LEGANÉS AB;52;JAPAN
16453;K. HASHIMOTO;2229;ROSTOV;52;JAPAN
16454;ROBERTO;0;;0;
16474;W. ENDO;0;;52;JAPAN
16555;HEBERTY;5394;TRUE BANGKOK UNITED;0;
16577;M. SUZUKI;5216;BEERSCHOT;52;JAPAN
16655;RENATINHO;4943;GUANGZHOU R&F;0;
16720;T. SAKAI;0;;0;
16794;N. JAKIMOVSKI;0;;0;
16797;N. HAVENAAR;0;;0;
16800;T. MINAMINO;207;SOUTHAMPTON RW;52;JAPAN
16812;K. NAKAMURA;2369;PORTIMONENSE;0;
16823;N. UEDA;1910;NÎMES;52;JAPAN
16851;S. NAKAJIMA;0;;52;JAPAN
30044;G. ZUIVERLOON;243;ADO DEN HAAG;0;
30057;U. EMANUELSON;251;UTRECHT;0;
30072;H. DROST;0;;0;
30113;R. PALACIO;186;BOLOGNA;0;
30117;E. GUTIÉRREZ;2215;UNIVERSITARIO;0;
30122;F. GAGO;0;;0;
30189;V. BEHRAMI;323;GENOA;0;
30196;S. PROTO;0;;0;
30199;Y. ZHIRKOV;1218;ZENIT;31;RUSSIA
30238;ADRIANO;5190;KAS EUPEN;0;
30277;LLORENTE;190;UDINESE;0;
30315;S. BAMBA;379;CARDIFF B;0;
30317;S. M'BIA;5173;SHANGHAI SHENHUA;0;
30323;K. GAMEIRO;110;VALENCIA BN;0;
30324;D. CONGRÉ;215;MONTPELLIER;0;
30341;T. SPARV;0;;18;FINLAND
30345;M. DAWSON;389;NOTTINGHAM RW;0;
30367;J. SORBON;211;GUINGAMP;0;
30377;FÁBIO SANTOS;1247;CORINTHIANS;0;
30391;DIEGO TARDELLI;1245;ATLÉTICO MINEIRO;0;
30447;Y. CABAYE;0;;0;
30560;ALI AL HABSI;0;;0;
30632;B. KHAIZAN;0;;0;
30653;SIWARAK TEDSUNGNOEN;1493;BURIRAM UNITED;1031;THAILAND
31019;M. VELOSO;336;HELLAS VERONA;0;
31044;R. FALCAO;130;GALATASARAY;44;COLOMBIA
31048;D. DESSENA;328;PESCARA;0;
31052;FERNANDINHO;173;MANCHESTER B;45;BRAZIL
31059;D. CHYGRYNSKIY;270;AEK ATHENS;0;
31325;W. JANSSEN;251;UTRECHT;0;
31378;A. MASIELLO;323;GENOA;0;
31380;A. ROSI;0;;0;
31381;S. OKAKA;190;UDINESE;0;
31385;DAVID PRIETO;0;;0;
31483;R. VLAAR;242;AZ;0;
31486;XISCO JIMÉNEZ;2393;ALCORCÓN AA;0;
31506;JAKKAPHAN KAEWPROM;1493;BURIRAM UNITED;0;
31899;ZENG CHENG;5173;SHANGHAI SHENHUA;0;
32021;A. TETTEY;388;NORWICH YG;0;
32135;W. HENNESSEY;382;CRYSTAL PALACE RB;4;WALES
32139;C. BRUNT;0;;0;
32159;B. MATUIDI;0;;0;
32199;F. QUAGLIARELLA;240;SAMPDORIA;0;
32220;L. BAINES;0;;0;
32234;M. NOBLE;105;WEST HAM RB;0;
32280;J. OBI MIKEL;395;STOKE RW;0;
32298;JAJÁ;0;;0;
32302;T. DERIJCK;2013;KORTRIJK;0;
32308;P. VELTHUIZEN;345;FORTUNA SITTARD;0;
32312;R. KLAVAN;320;CAGLIARI;0;
32313;M. DEMBÉLÉ;4943;GUANGZHOU R&F;0;
32339;N. ŞAHIN;1989;ANTALYASPOR;0;
32354;K. BOATENG;4914;MONZA;0;
32385;G. CAHILL;382;CRYSTAL PALACE RB;0;
32386;J. RUDDY;208;WOLVERHAMPTON YB;0;
32389;T. HUDDLESTONE;0;;0;
32395;S. LICHTSTEINER;0;;0;
32433;SILVESTRE VARELA;1973;BELENENSES;0;
32436;L. LÓPEZ;0;;0;
32461;B. FOSTER;398;WATFORD BY;0;
32485;T. KRUL;388;NORWICH YG;0;
32493;E. LAVEZZI;0;;0;
32500;W. BRAMA;250;TWENTE;0;
32549;REGINALDO;0;;0;
32555;R. FATY;239;REGGINA;0;
32559;J. MOULIN;418;SAINT-ÉTIENNE;0;
32578;K. MIRALLAS;5356;GAZİANTEP FK;0;
32586;MIRANDA;306;JIANGSU SUNING;45;BRAZIL
32589;P. ZABALETA;0;;0;
32595;BELLVÍS;2393;ALCORCÓN AA;0;
32618;L. SCHÖNE;245;HEERENVEEN;0;
32628;C. DEL GROSSO;0;;0;
32653;L. RIGONI;337;LR VICENZA;0;
32657;J. GUTIÉRREZ;1927;BANFIELD;0;
32668;R. ELLIOT;398;WATFORD BY;0;
32694;L. GRECO;0;;0;
32720;ROGER;0;;0;
32764;S. SIRIGU;333;TORINO;12;ITALY
32765;M. ANDÚJAR;1238;ESTUDIANTES;0;
32773;A. BARILLÀ;4914;MONZA;0;
32776;M. FERNÁNDEZ;2544;DEPORTES LA SERENA;0;
32778;H. SUAZO;2544;DEPORTES LA SERENA;0;
32780;J. ROJAS;2708;CURICÓ UNIDO;0;
32782;H. RODALLEGA;5355;DENİZLİSPOR;0;
32804;L. PRICE;0;;0;
32825;S. BROWN;131;CELTIC;0;
32828;M. ŠKRTEL;0;;0;
32844;R. JARSTEIN;0;;16;NORWAY
33029;A. ROMAO;211;GUINGAMP;0;
33075;L. DE SILVESTRI;186;BOLOGNA;0;
33079;L. BONUCCI;120;JUVENTUS;12;ITALY
33103;M. ROSSI;239;REGGINA;0;
33104;L. CIGARINI;1363;CROTONE;0;
33110;D. SODDIMO;4241;PISA;0;
33114;C. ZAPATA;323;GENOA;0;
33159;R. BEERENS;0;;0;
33184;RAFINHA;0;;0;
33185;M. NEUER;127;FC BAYERN MÜNCHEN;14;GERMANY
33194;SERGIO SÁNCHEZ;0;;0;
33225;MARIO SUÁREZ;370;VALLECAS BR;0;
33237;DAVID SILVA;196;VASCO GIPUZKOA AB;0;
33238;SERGIO ÁLVAREZ;195;VIGO AB;0;
33250;BARRAGÁN;361;ELCHE BV;0;
33258;S. ALUKO;391;READING BW;0;
33266;C. DAVIES;383;DERBY WB;0;
33291;T. MANGANI;403;ANGERS;0;
33301;R. GURTNER;4200;AMIENS;0;
33307;JÔ;1247;CORINTHIANS;0;
33328;JÚLIO CÉSAR;2459;RED BULL BRAGANTINO;0;
33431;M. FIGUEROA;0;;43;HONDURAS
33477;J. ARCE;0;;1128;BOLIVIA
33491;G. TORRES;0;;1113;PANAMA
33555;HAO JUNMIN;4168;SHANDONG LUNENG TAISHAN;0;
33557;GAO LIN;5184;SHENZHEN KAISA;0;
33633;G. HIGUAÍN;0;;0;
33669;A. COSTA;4225;REGGIANA;0;
33684;R. LEEUWIN;242;AZ;0;
33700;T. WALCOTT;207;SOUTHAMPTON RW;0;
33702;S. AGÜERO;173;MANCHESTER B;50;ARGENTINA
33727;ROBERTO JIMÉNEZ;266;VALLADOLID MB;0;
33734;ADURIZ;0;;0;
33739;RAFINHA;1931;CORITIBA;0;
33750;JOSÉ GONÇALVES;0;;0;
33755;Z. ZLÁMAL;2365;ST. JOHNSTONE;0;
33759;EDER;306;JIANGSU SUNING;0;
33784;SOLDADO;1765;GRANADA RB;0;
33794;D. OSVALDO;0;;0;
33799;M. HAMŠÍK;0;;20;SLOVAKIA
33802;E. VIVIANO;5652;FATİH KARAGÜMRÜK;0;
33808;F. CAMPBELL;2610;HUDDERSFIELD BW;0;
33813;M. ERDINÇ;5652;FATİH KARAGÜMRÜK;0;
33814;D. TOŠIĆ;2625;KASIMPAŞA;0;
33817;G. BONG;389;NOTTINGHAM RW;36;CAMEROON
33818;I. PIATTI;1237;RACING CLUB;0;
33857;S. FLOCCARI;4923;SPAL;0;
33872;A. STOKES;0;;0;
33876;V. MANNONE;112;MONACO;0;
33881;HÉLDER BARBOSA;0;;0;
33895;R. EREMENKO;0;;0;
33909;C. GARDNER;0;;0;
33916;L. CATTERMOLE;0;;0;
33920;M. MCGLINCHEY;0;;1141;NEW ZEALAND
33923;F. ÖZTORUN;0;;0;
33926;F. GUARÍN;1258;MILLONARIOS;0;
33930;A. FERNÁNDEZ;4308;CÁDIZ AA;0;
33940;R. CIVELLI;1922;HURACÁN;0;
33944;E. GARAY;0;;0;
33962;A. HUTCHINSON;273;BEŞİKTAŞ;0;
33975;S. ALLAGUI;0;;0;
33994;V. ANITA;254;RKC WAALWIJK;0;
34002;KIKO CASILLA;104;LEEDS W;0;
34004;DAVID BARRAL;0;;0;
34005;ÁLVARO NEGREDO;4308;CÁDIZ AA;0;
34007;BORJA VALERO;124;FIORENTINA;0;
34010;S. SINCLAIR;4192;PRESTON WB;0;
34025;J. MAIDANA;138;RIVER PLATE;0;
34051;O. AKHMEDOV;5175;TIANJIN TEDA;0;
34068;A. FILIPOSYAN;5402;PT PRACHUAP;0;
34098;L. MODRIĆ;109;MADRID CHAMARTIN B;24;CROATIA
34108;A. GUARDADO;194;SEVILLA TRIANA VB;0;
34126;G. PALETTA;4914;MONZA;0;
34135;M. OLSSON;0;;0;
34140;M. MILLIGAN;0;;57;AUSTRALIA
34431;A. PYATOV;1232;SHAKHTAR DONETSK;30;UKRAINE
34432;B. DŽEMAILI;1957;ZÜRICH;0;
34437;Ł. FABIAŃSKI;105;WEST HAM RB;19;POLAND
34475;D. GODÍN;320;CAGLIARI;49;URUGUAY
34479;R. CRUZADO;0;;0;
34487;M. PINTO;2360;UNIÓN ESPAÑOLA;0;
34488;M. ZENTENO;0;;0;
34493;M. CASIERRA;0;;0;
34536;R. SALIN;218;RENNES;0;
34544;J. MOREL;414;LORIENT;0;
34606;P. BAYSSE;115;BORDEAUX;0;
34611;D. PAYET;113;OLYMPIQUE MARSEILLE;0;
34626;S. LONG;4071;BOURNEMOUTH RB;1;IRELAND
34630;A. FEDERICI;0;;57;AUSTRALIA
34638;A. MARIAPPA;1760;BRISTOL R;0;
34641;A. YOUNG;119;LOMBARDIA NA;0;
34657;P. JAGIELKA;4194;SHEFFIELD RB;0;
34680;MATEUS;0;;0;
34704;R. BOUKARI;406;CHÂTEAUROUX;0;
34750;C. JALLET;0;;0;
34781;C. MULGREW;0;;0;
34783;L. BIGLIA;5652;FATİH KARAGÜMRÜK;0;
34786;V. ODJIDJA-OFOE;1196;GENT;0;
34799;JOSÉ FONTE;213;LILLE;6;PORTUGAL
34805;M. VALBUENA;133;OLYMPIAKOS PIRAEUS;0;
34813;M. ARNAUTOVIĆ;4094;SHANGHAI SIPG;21;AUSTRIA
34820;B. VAN POLEN;256;PEC ZWOLLE;0;
34827;J. HART;179;TOTTENHAM WB;0;
34836;M. DA COSTA;0;;0;
34841;S. SESSÈGNON;0;;0;
34845;M. COUTADEUR;209;AJACCIO;0;
34848;S. MARVEAUX;414;LORIENT;0;
34850;P. DIOP;4146;EIBAR AR;0;
34862;B. YILMAZ;213;LILLE;29;TURKEY
34868;RUI PATRÍCIO;208;WOLVERHAMPTON YB;6;PORTUGAL
34875;K. LUIJCKX;0;;0;
34876;R. VORMER;269;CLUB BRUGGE;0;
34878;J. LENS;5652;FATİH KARAGÜMRÜK;0;
34881;L. SUÁREZ;172;MADRID ROSAS RB;49;URUGUAY
34882;R. DONK;130;GALATASARAY;0;
34892;V. BIRSA;0;;0;
34900;RAFAEL SÓBIS;274;CRUZEIRO;0;
34905;J. VERTONGHEN;191;BENFICA;9;BELGIUM
34908;MARCELO;109;MADRID CHAMARTIN B;0;
34918;M. IZCO;0;;0;
34929;D. D'AMBROSIO;119;LOMBARDIA NA;0;
34938;T. BERNI;0;;0;
34974;A. OGBONNA;105;WEST HAM RB;0;
34986;I. DIA;0;;0;
34991;K. MONNET-PAQUET;418;SAINT-ÉTIENNE;0;
34996;G. OBERTAN;5353;BB ERZURUMSPOR;0;
35002;S. RUFFIER;0;;0;
35019;L. RÉMY;5354;RİZESPOR;0;
35033;Y. MULUMBU;1985;KILMARNOCK;0;
35067;J. TOIVIO;0;;18;FINLAND
35071;T. HIARIEJ;0;;0;
35076;M. SULEJMANI;1950;YOUNG BOYS;0;
35080;H. MULDER;254;RKC WAALWIJK;0;
35085;YU HAI;4094;SHANGHAI SIPG;0;
35086;E. PIETERS;378;BURNLEY RB;0;
35092;BRUNO;0;;0;
35097;ADRIÁN;263;PAMPLONA RA;0;
35099;CHRISTIAN FERNÁNDEZ;4260;OVIEDO A;0;
35108;JAVI MARTÍNEZ;127;FC BAYERN MÜNCHEN;0;
35109;BEÑAT;0;;0;
35110;NACHO MONREAL;196;VASCO GIPUZKOA AB;0;
35119;NINO;361;ELCHE BV;0;
35123;F. FAZIO;125;ROMA;0;
35124;Ó. TREJO;370;VALLECAS BR;0;
35125;DE LA BELLA;4309;CARTAGENA NB;0;
35165;C. KAZIM-RICHARDS;383;DERBY WB;0;
35173;A. CARROLL;106;NEWCASTLE WB;0;
35181;EMILIANO INSÚA;2717;ALDOSIVI;0;
35184;A. TRAORÉ;0;;0;
35189;A. TAARABT;191;BENFICA;32;MOROCCO
35191;A. GRANQVIST;0;;17;SWEDEN
35194;M. ANDERSEN;2069;MIDTJYLLAND;0;
35200;J. CAVALLI;0;;0;
35204;ALECSANDRO;1932;FIGUEIRENSE;0;
35207;DAVID LUIZ;101;ARSENAL;0;
35219;M. TOPAL;1995;İSTANBUL BAŞAKŞEHİR;0;
35232;V. TOROSIDIS;0;;0;
35239;D. MBOKANI;5191;ANTWERP;0;
35243;J. DÁTOLO;1927;BANFIELD;0;
35244;N. BERTOLO;5454;PLATENSE;0;
35249;M. CARANTA;0;;0;
35250;É. BANEGA;0;;0;
35252;M. RUBEN;1242;ROSARIO CENTRAL;0;
35266;ALEXANDRE PATO;0;;0;
35274;MARCELO BOECK;5143;FORTALEZA;0;
35279;MARCIO MOSSORÓ;0;;0;
35281;MURIEL;1249;FLUMINENSE;0;
35290;R. ÖZCAN;0;;0;
35321;P. BENGTSSON;5235;VEJLE;17;SWEDEN
35326;A. GERNDT;4965;LUGANO;0;
35394;J. JOHANSSON;0;;0;
35397;P. WERNBLOOM;0;;0;
35400;R. SIGURÐSSON;0;;1175;ICELAND
35435;L. FIGUEROA;0;;0;
35457;M. TORRES;0;;0;
35476;Z. KUZMANOVIĆ;0;;0;
35477;E. CAVANI;100;MANCHESTER UNITED;49;URUGUAY
35483;L. GRIMI;1922;HURACÁN;0;
35487;J. BIABIANY;0;;0;
35492;A. JAAKKOLA;0;;18;FINLAND
35495;G. İNLER;0;;0;
35496;G. BALE;179;TOTTENHAM WB;4;WALES
35499;C. FUCHS;204;LEICESTER B;0;
35505;J. EVANS;204;LEICESTER B;2;NORTHERN IRELAND
35508;K. LAFFERTY;1985;KILMARNOCK;2;NORTHERN IRELAND
35509;V. ĆORLUKA;271;LOKOMOTIV MOSKVA;0;
35514;B. JOKIĆ;5200;UFA;0;
35532;S. DEFOUR;1200;MECHELEN;0;
35535;J. BŁASZCZYKOWSKI;0;;0;
35540;A. VAŅINS;0;;0;
35548;Ş. RADU;122;LAZIO;0;
35553;HERNANES;1255;SÃO PAULO;0;
35876;AZPILICUETA;102;CHELSEA B;0;
35878;LUCAS LEIVA;122;LAZIO;0;
35880;J. SOSA;197;FENERBAHÇE;0;
35882;M. ZÁRATE;139;BOCA JUNIORS;0;
35888;A. SIMONCINI;0;;0;
35893;D. SIMONCINI;0;;1183;SAN MARINO
35943;G. KASPAROV;0;;0;
35977;S. MIKOLIŪNAS;0;;1178;LITHUANIA
36001;J. HABER;0;;1181;MALTA
36016;M. MIFSUD;0;;0;
36052;JOSEP GÓMES;0;;1166;ANDORRA
36061;MARC PUJOL;0;;1166;ANDORRA
36065;MARCIO VIEIRA;0;;1166;ANDORRA
36066;SERGI MORENO;0;;1166;ANDORRA
36077;MARTIN BÜCHEL;0;;1177;LIECHTENSTEIN
36122;A. JOACHIM;0;;0;
36127;A. EPUREANU;1995;İSTANBUL BAŞAKŞEHİR;1182;MOLDOVA
36132;A. GAŢCAN;0;;0;
36203;M. SUCHÝ;0;;13;CZECH REPUBLIC
36207;B. DOČKAL;175;SPARTA PRAHA;13;CZECH REPUBLIC
36217;T. NECID;0;;0;
36246;C. ERKIN;197;FENERBAHÇE;0;
36256;A. DZYUBA;1218;ZENIT;31;RUSSIA
36288;G. WIJNALDUM;103;LIVERPOOL R;10;NETHERLANDS
36343;N. MIHAYLOV;0;;0;
